Review,Cleaned_review
"✅Trip Verified|  The seats that are comically narrow for an average-sized person. I made the mistake of purchasing two round-trip tickets from Orlando to Montréal, hoping for a comfortable flight next to my wife in a two-seat row. Unfortunately, the seats proved to be too small by 2 to 4 inches for most people, and for me, almost six inches. While I am 6 feet 2 inches tall and weigh 280 lbs, I am not excessively large. As soon as the seatbelt sign was turned off, I had to stand for the entire flight until it was back on, as there was no comfort in those seats for either me or my wife. The flight attendants were indifferent to our plight. In particular, one of them kept knocking into my wife whenever she passed by. Although it was probably not intentional, my wife eventually had to change seats to avoid her. Moreover, the crew at the Orlando airport was making overlapping announcements, making it impossible to comprehend their boarding process and group numbers.",seat comic narrow averag size person made mistak purchas two round trip ticket orlando montr al hope comfort flight next wife two seat row unfortun seat prove small inch peopl almost six inch feet inch tall weigh lb excess larg soon seatbelt sign turn stand entir flight back comfort seat either wife flight attend indiffer plight particular one kept knock wife whenev pass although probabl intent wife eventu chang seat avoid moreov crew orlando airport make overlap announc make imposs comprehend board process group number
✅Trip Verified| Terrible airline! My direct flight was cancelled due to bad weather. Air Canada rescheduled my flight for the next day with a layover without checking if that works for me. My and my husband tried to contact Air Canada to cancel rescheduled flights but no one was answering the phone. It was not possible to get hold of anyone. I tried to dispute $427 transaction without success. Don’t use this airline!,terribl airlin direct flight cancel due bad weather air canada reschedul flight next day layov without check work husband tri contact air canada cancel reschedul flight one answer phone possibl get hold anyon tri disput transact without success use airlin
"✅Trip Verified|  Flight late leaving YVR to Vienna via Toronto because (we were told by captain) it took too long to load bags. Although we had a layover of about 90 minutes, we were so late leaving that Air Canada canceled the flight from Toronto to Vienna and put us on a flight via Frankfurt 4 hours later. This was despite the fact that, when we landed, our our original flight was still at the departure gate. We were told that there was not time to transfer our checked luggage. Now for comparison, pretty much the exact same thing happened coming home excpt it was Lufthansa. They had a shuttle pick us up immediately on arrival at Munich (which we were flying via) and take us to departing flight. They hustled (a word that seems not to be in Air Canada’s vocabulary) and got the bags transferred. We were of course late leaving but this was made up on the long flight - something AC seems not to have considered. As a national airline it is a true embarrassment. I wish this was the first time but it is not. The last time I will fly with Air Canada.",flight late leav yvr vienna via toronto told captain took long load bag although layov minut late leav air canada cancel flight toronto vienna put us flight via frankfurt hour later despit fact land origin flight still departur gate told time transfer check luggag comparison pretti much exact thing happen come home excpt lufthansa shuttl pick us immedi arriv munich fli via take us depart flight hustl word seem air canada vocabulari got bag transfer cours late leav made long flight someth ac seem consid nation airlin true embarrass wish first time last time fli air canada
"✅Trip Verified| The worst airline to travel with. I have had baggage issues twice with this airline. The last one was in Oct. 2022 and they still haven’t refunded me for my broken bag which was due to their negligence. They don’t even give a single cup of coffee free in their flight. When it comes to refunding, they just take you round and round and they say oh the case is being escalated. For $250 USD I have been waiting for 6 months now. Unacceptable customer service at every level..",worst airlin travel baggag issu twice airlin last one oct still refund broken bag due neglig even give singl cup coffe free flight come refund take round round say oh case escal usd wait month unaccept custom servic everi level
"Not Verified|  Terrible customer service, change our flight schedule from early morning to midnight. Instead of finding an option I was asked if I just want a refund. Disregard whether customers has plan on the day of arrival, or has booked a hotel or rent a vehicle, Air Canada can just change the schedule without letting you know",terribl custom servic chang flight schedul earli morn midnight instead find option ask want refund disregard whether custom plan day arriv book hotel rent vehicl air canada chang schedul without let know
✅Trip Verified|  So so bad! My flight in to NYC - even though I have confirmed my ticket months ahead of time. I ended up having a standby ticket? On my way back I've had to check my carry on and wait for it at the carousel. Staff were rude! Now I hate that airline and will avoid flying with them ever again.,bad flight nyc even though confirm ticket month ahead time end standbi ticket way back check carri wait carousel staff rude hate airlin avoid fli ever
"Not Verified| AC your long haul inflight catering and quality of service needs to be improved. Imagine on a 14 hour long flight the food was tasteless some kind of chicken on a bed of plain rice or some type of beef. The snack offerings were almost non existent. While bottled water is great on other airlines during a long flight snacks such as chips and items such as small ice creams are offered. If you are travelling with young kids bring your own snack etc., cause on AC all you get is substandard food and a very over crowded aircraft for 14 hours. AC your long haul is not good enough if you are the best rated airline in North America. I shudder to think what the other North American airlines offer on their long haul services. Next trip I am going to take Singapore or ANA.",ac long haul inflight cater qualiti servic need improv imagin hour long flight food tasteless kind chicken bed plain rice type beef snack offer almost non exist bottl water great airlin long flight snack chip item small ice cream offer travel young kid bring snack etc caus ac get substandard food crowd aircraft hour ac long haul good enough best rate airlin north america shudder think north american airlin offer long haul servic next trip go take singapor ana
"✅Trip Verified| Do not use this company. I just purchased two tickets for my wife and 7 year old daughter, and I paid extra money for seats that can seat right next to each other. But when she checked in and board airplane, the seats are not the same we're supposed to have. They had to sit separately. So I called Customer service and they said they don't care, there is nothing they can do. They did not say sorry and couldn't refund the money that I paid extra.",use compani purchas two ticket wife year old daughter paid extra money seat seat right next check board airplan seat suppos sit separ call custom servic said care noth say sorri refund money paid extra
"✅Trip Verified|  Shout out to Phillip at the Kelowna desk for his professionalism. Check was a breeze, friendly, knowledgeable and fast. Thanks you made my trip beginning awesome.",shout phillip kelowna desk profession check breez friendli knowledg fast thank made trip begin awesom
"✅Trip Verified|  Boarding processes excluded priority handling for Star Alliance Gold pax. Departing flight was delayed, causing an impossible connection for my onward journey. Upon arriving at YUL, deboarding was delayed first to cool the engines, then because the gate was being shared with another flight from the USA; which had been given priority. As I was eager to make my connection, an Air Canada attendant suggested that I run ahead. When I did that, I was met with a gate agent who started yelling at me. They insisted that I return to the plane (which I did), they proceeded to take my boarding pass away and threatened to file a formal complaint against me; even though I had followed the guidance of the Air Canada attendant. The gate agent continued to berate me in front of other passengers. After finally boarding my connecting flight, they did not manage to deliver my checked in items. The special (VGML) meals I was served were farcical in standard. The airline charges for everything on its domestic routes, and after paying for headphones the entertainment unit did not work properly or have full seasons of shows (only two or three episodes per season).",board process exclud prioriti handl star allianc gold pax depart flight delay caus imposs connect onward journey upon arriv yul deboard delay first cool engin gate share anoth flight usa given prioriti eager make connect air canada attend suggest run ahead met gate agent start yell insist return plane proceed take board pass away threaten file formal complaint even though follow guidanc air canada attend gate agent continu berat front passeng final board connect flight manag deliv check item special vgml meal serv farcic standard airlin charg everyth domest rout pay headphon entertain unit work properli full season show two three episod per season
"✅Trip Verified|  They lost my luggage on the first leg of my flight for the first 5 days of my vacation and I have to see if I get reimbursed for the new clothes I had to buy. And on my return flight, our flights from Toronto have been delayed and gates changed 7 times and some of the changes were over 30 gates away before changing them again less than 15 minutes later. Air Canada staff in the airports have been less than helpful, and in Toronto, staff was rude to passengers that were trying to make their connection flight due to their own delays.",lost luggag first leg flight first day vacat see get reimburs new cloth buy return flight flight toronto delay gate chang time chang gate away chang less minut later air canada staff airport less help toronto staff rude passeng tri make connect flight due delay
"Not Verified| 3 lessons learned traveling with Air Canada this month: Bring your own food. Don’t volunteer to check in your carry on luggage (no matter how much pressure is put on you because apparently there is not enough space on the plane) your luggage may end up on another flight and not get to your destination for a couple of days or ever. Hang on to receipts or confirmation numbers or ask for printed copies. If you’re told you’ll get a confirmation email to document a complaint or any dealings with Air Canada, chances are you never will.",lesson learn travel air canada month bring food volunt check carri luggag matter much pressur put appar enough space plane luggag may end anoth flight get destin coupl day ever hang receipt confirm number ask print copi told get confirm email document complaint deal air canada chanc never
"✅Trip Verified|  On the day of our flight, Air Canada moved us out of our preferred seating that we had purchased, without our permission. We were informed at the departure gates that the refund would be automatic since the change was made by Air Canada, but we have yet to receive any refund. Instead I had to apply for a refund, which will take up to 45 days. At the gates when I asked to change back to my preferred seats, I was told that I had made the change myself, the system had moved my daughter to a regular seat because she did not have a K-eta. Both reasons were preposterous. First, my daughter and I were travelling together. She is a minor and there is no reason why I would separate her from me so that she would sit in a regular seat among strangers. Second, when I said that I did not make any changes to the seating and that I had paid for the preferred seats, the staff at the counter then said that it was the ""system"" that did it. The story went as follows. We did not get a K-eta three hours before the flight, and therefore the change was made automatically. I also did not have a K-eta, but I was not moved automatically. By moving my daughter to a regular seat did not make her more able to travel to Korea without a K-eta. Regular or preferred seating, one needed the K-eta. I also learned that in the meantime they had sold the preferred seat to another woman. I asked that my daughter's seat be reinstated because we were the original buyers of the seat. I was told that since I could get a refund for my daughter's seat but not the other lady (she had used up her refunds), they would not reinstate my seat. As a result of Air Canada’s actions, both my daughter and I were inconvenienced with the regular seats while the other lady enjoyed the preferred seat at our expense. In other words, Air Canada has placed the other woman’s interest over ours. Is this their corporate policy? They then took 20 minutes to sort out the seating. I was suggested the last row of the plane, just in front of 4 toilets and the food preparation area. There was no other choice given to us unless we were prepared to be separated. I did not want to create a scene at the departure gate as we were already in the last hour before the flight. I reluctantly accept it because not to do so would cause further inconvenience with our travel plans. The seats turned out to be terrible and experience of the flight was excruciating for both of us. During the 12 hours flight, there was constant vacuum flushing of toilets, strong food smells emanating from the preparation area, a male crew member who talked non-stop in a loud voice, and a hysterical crying baby whose parents decided that the back of plane was a better area for her to calm down. Both of us did not get any sleep during the 12-hour flight. All in all, it was a flight from hell. The reason why we chose to pay for the preferred seats was to avoid the problems of being assigned to bad seats. However, Air Canada did not honor its contract with us. We had entered into a contract to fly on the preferred seats and Air Canada had unilaterally cancelled our contract.",day flight air canada move us prefer seat purchas without permiss inform departur gate refund would automat sinc chang made air canada yet receiv refund instead appli refund take day gate ask chang back prefer seat told made chang system move daughter regular seat k eta reason preposter first daughter travel togeth minor reason would separ would sit regular seat among stranger second said make chang seat paid prefer seat staff counter said system stori went follow get k eta three hour flight therefor chang made automat also k eta move automat move daughter regular seat make abl travel korea without k eta regular prefer seat one need k eta also learn meantim sold prefer seat anoth woman ask daughter seat reinstat origin buyer seat told sinc could get refund daughter seat ladi use refund would reinstat seat result air canada action daughter inconvenienc regular seat ladi enjoy prefer seat expens word air canada place woman interest corpor polici took minut sort seat suggest last row plane front toilet food prepar area choic given us unless prepar separ want creat scene departur gate alreadi last hour flight reluctantli accept would caus inconveni travel plan seat turn terribl experi flight excruci us hour flight constant vacuum flush toilet strong food smell eman prepar area male crew member talk non stop loud voic hyster cri babi whose parent decid back plane better area calm us get sleep hour flight flight hell reason chose pay prefer seat avoid problem assign bad seat howev air canada honor contract us enter contract fli prefer seat air canada unilater cancel contract
"✅Trip Verified|  My flight was delayed by more than 12 hours and they did not uphold the Canadian Air Protection rights I was deserving of. They were suppose to provide us with accommodation since it was an overnight flight and the delay was more than 4 hours, but they told us “we don’t offer that service” and we had to spend the night on the airport floor. I have had flight delays before, but I have never been treated so inhumanely. Please, please, pay a little more and go with a better airline.",flight delay hour uphold canadian air protect right deserv suppos provid us accommod sinc overnight flight delay hour told us offer servic spend night airport floor flight delay never treat inhuman pleas pleas pay littl go better airlin
"✅Trip Verified| I flew on March 13 the routing Ottawa (YOW) - Toronto (YYZ) - Frankfurt (FRA) - Friedrichshafen (FDH). The first leg was with Air Canada, the rest on a separate Ticket with Lufthansa. Upon check-in in Ottawa I was informed that the tickets cannot be combined and that I had to reclaim my luggage in Toronto and re-check with Lufthansa. This was the first time that 2 Star Alliance tickets could not be joined, on may way to Canada I was even rerouted via Skyteam and it was possible. What is the purpose of Star Alliance then. Later in Toronto I was told that AC personal often has problems solving these issues. If ma flight from Toronto to Frankfurt would not have been delayed I would have missed the connection for sure!",flew march rout ottawa yow toronto yyz frankfurt fra friedrichshafen fdh first leg air canada rest separ ticket lufthansa upon check ottawa inform ticket cannot combin reclaim luggag toronto check lufthansa first time star allianc ticket could join may way canada even rerout via skyteam possibl purpos star allianc later toronto told ac person often problem solv issu flight toronto frankfurt would delay would miss connect sure
"Not Verified|  I wanted to give a shout out to the Air Canada staff working the counter in St, Johns NL on March 3 2023 at 5 am. Myself and my wife got held up in Security that morning going on a family vacation to Orlando. Long story short we missed our flight because of the delay and the staff at Air Canada were so great they got us on the next flight to Toronto to catch up with the rest of the family in Toronto. All my years of flying the service and attitude of Air Canada staff was so Fantastic and bent over backwards to help us. A special Thank You to you all at the check in counter and at the gate - will definitely be flying our next trip with Air Canada.",want give shout air canada staff work counter st john nl march wife got held secur morn go famili vacat orlando long stori short miss flight delay staff air canada great got us next flight toronto catch rest famili toronto year fli servic attitud air canada staff fantast bent backward help us special thank check counter gate definit fli next trip air canada
"Not Verified|  I have an upcoming flight. I made a mistake in entering my wife’s maiden name instead of her married, legal name. Air Canada was extremely clear, helpful, and responsive in resolving this issue. This started with their actually promptly answering the phone. I’ve been on hold with Aer Lingus for over 100 minutes, but was on hold with Air Canada for 30 seconds. This makes a difference. And the person who answered was very easy to understand and articulate - a native English speaker. I was anxious about the problem and asked a number of questions, on the phone and by email. In every case they responded quickly and clearly, making the resolution happen. I just needed a marriage certificate. They assured me they could resolve it promptly and when I did send the certificate it was resolved in a few hours. I’ve had very different experiences, say with Spirit Airlines. Not sure if it is resolved with them or not.",upcom flight made mistak enter wife maiden name instead marri legal name air canada extrem clear help respons resolv issu start actual promptli answer phone hold aer lingu minut hold air canada second make differ person answer easi understand articul nativ english speaker anxiou problem ask number question phone email everi case respond quickli clearli make resolut happen need marriag certif assur could resolv promptli send certif resolv hour differ experi say spirit airlin sure resolv
"✅Trip Verified|  Upon arrival from Cleveland, I began my layover until the scheduled 10:05 Pm departure. However, by shortly after 6Pm they were already warning of what turned out to be constant further delays until a scheduled 12:25 the next day. They began boarding us shortly after the rescheduled departure delay. We sat in a very full plane on the tarmac until actual departure at 2:47 Am. During the entire series of delays both in the airport and on the plane Air Canada gave us nothing including no reason for the delay. Their response to my complaint is that the reason was unscheduled mechanical problem of undefined nature.",upon arriv cleveland began layov schedul pm departur howev shortli pm alreadi warn turn constant delay schedul next day began board us shortli reschedul departur delay sat full plane tarmac actual departur entir seri delay airport plane air canada gave us noth includ reason delay respons complaint reason unschedul mechan problem undefin natur
"✅Trip Verified|  I had a flight into Edmonton for a few meetings, and was scheduled to fly out immediately the next day. Somehow, I managed to join the same flight attendant crew on both flights. The Service Director, Dimitry, recognized me on the second flight and gave me a handwritten card expressing the crew's appreciation for little old me, economy class passenger, who was rushing to get home. What a nice touch! I showed it to my colleague who does the flight bookings for everyone in our office who's said she's never seen anything like that before. I really appreciated that kind gesture and excellent attention to detail! Air Canada is lucky to have such incredible and thoughtful staff.",flight edmonton meet schedul fli immedi next day somehow manag join flight attend crew flight servic director dimitri recogn second flight gave handwritten card express crew appreci littl old economi class passeng rush get home nice touch show colleagu flight book everyon offic said never seen anyth like realli appreci kind gestur excel attent detail air canada lucki incred thought staff
"✅Trip Verified| We were travelling from Cancun, Mexico to Boston USA, via Toronto , Canada and there was 6 hours lay over in Toronto (YYZ). Our flight was at 9 pm from Toronto to Boston, the incoming flight was showing delayed and supposed to arrive at 9:52 pm from New York but they were showing our flight was on time till 8:40 pm then suddenly announced flight was cancelled due to weather which was outright lies. They just can not blame the weather to avoid taking care of the passengers when flight between our destination was taking off and landing albeit with some delay. On top of that uncivilized staff and threatening passengers",travel cancun mexico boston usa via toronto canada hour lay toronto yyz flight pm toronto boston incom flight show delay suppos arriv pm new york show flight time till pm suddenli announc flight cancel due weather outright lie blame weather avoid take care passeng flight destin take land albeit delay top uncivil staff threaten passeng
"✅Trip Verified|  We flew from Atlanta through Toronto to Calgary on March 5, 2023. Our first flight was delayed well over an hour and the second one was 1.5 hours (almost all Air Canada flights delayed). There were no weather issues or other explanations offered to anyone. Also, while attempting to check-in online we realized they had not seated us together even though we had booked these flights 2 months prior. The only way to get seated together online or at the airport was by paying a seat upgrade fee, per person, per flight. Air Canada counter person also forced me to check a bag even though my luggage met the criteria for carry on. On both flights we noticed many others around us also separated from each other so among ourselves we moved around til everyone was seated together.  We were also bumped from our second flight since an earlier flight had been cancelled, causing us to take a later flight and arrive home 1.5 hours later (at 1:30 am). I realize extreme patience is needed to travel these days but Air Canada makes travel a nightmare.",flew atlanta toronto calgari march first flight delay well hour second one hour almost air canada flight delay weather issu explan offer anyon also attempt check onlin realiz seat us togeth even though book flight month prior way get seat togeth onlin airport pay seat upgrad fee per person per flight air canada counter person also forc check bag even though luggag met criteria carri flight notic mani other around us also separ among move around til everyon seat togeth also bump second flight sinc earlier flight cancel caus us take later flight arriv home hour later realiz extrem patienc need travel day air canada make travel nightmar
"✅Trip Verified|  By far the worst airline experience I've had. 3 of my 5 flights were delayed, causing me to miss several hours of my vacation, and eventually the final leg of my trip. The gate agents were rude, and refused to answer even the most basic question. My new luggage, purchased brand new at my destination and marked fragile, came back broken and looking as if it were a decade old, it's contents destroyed. I found the food was basically inedible.",far worst airlin experi flight delay caus miss sever hour vacat eventu final leg trip gate agent rude refus answer even basic question new luggag purchas brand new destin mark fragil came back broken look decad old content destroy found food basic ined
"✅Trip Verified| Everything was decidedly average/mediocre. Nothing stood out as being particularly good or particularly terrible. Food (chicken or veggie pasta) was passable and no worse than American/United (though portion size was very small). Only snack available were pretzels. Entertainment system had a good UI but the selection (especially for shows) was lacklustre. Seats in a 3x3x3 configuration and pretty standard for the 787 (seats are exactly the same as the ones on American). Given they have a near monopoly on the Canadian market, I will undoubtedly fly with them again. Wish there were better options though.",everyth decidedli averag mediocr noth stood particularli good particularli terribl food chicken veggi pasta passabl wors american unit though portion size small snack avail pretzel entertain system good ui select especi show lacklustr seat x x configur pretti standard seat exactli one american given near monopoli canadian market undoubtedli fli wish better option though
"Not Verified|  The inflight WiFi didn't work, the power outlets didn't work, and the cabin and IFE screens felt old and outdated. The cabin crew were friendly enough, but not particularly outstanding. The flight was on time, but my following flight was delayed by almost 2 hours. Very disappointing, considering it was a flagship national carrier.",inflight wifi work power outlet work cabin ife screen felt old outdat cabin crew friendli enough particularli outstand flight time follow flight delay almost hour disappoint consid flagship nation carrier
"✅Trip Verified|  Our flight was scheduled to leave at 8:55pm but we got delayed until 10pm due to bad weather, then it was canceled. The staff was unpleasant and practically shooed all of us across the airport to customs. We finally got a rebooked flight for 7:50am the next morning. We reached the hotel at midnight and got little to no sleep. Bottom line, the service was horrible and their crew need to return to school. This was my first and last time flying with Air Canada. I purchased their Wi-Fi, it took more than half the four hour flight from Vancouver to Toronto for it to start functioning.",flight schedul leav pm got delay pm due bad weather cancel staff unpleas practic shoo us across airport custom final got rebook flight next morn reach hotel midnight got littl sleep bottom line servic horribl crew need return school first last time fli air canada purchas wi fi took half four hour flight vancouv toronto start function
"Not Verified| Just flew Vancouver to Bangkok direct. We were an hour late leaving but that's pretty usual these days. Seats were comfortable, entertainment system was good. Service was good, food was decent. No issues with the flight overall. Price was pretty expensive tho.",flew vancouv bangkok direct hour late leav pretti usual day seat comfort entertain system good servic good food decent issu flight overal price pretti expens tho
✅Trip Verified|  Trying to fly from New York to Toronto for the second day today. Agents are very unhelpful and the airline 24/7 call service is not reachable (they said it doesn’t work). They said that hotels won’t be provided and compensations not rewarded if we purchase somewhere else to stay and the best is just to sleep in the airport. We were provided voucher each for 10$ (it’s worth of 2 water bottles in this airport). We didn’t even get a sorry or something. This trip is a disaster.,tri fli new york toronto second day today agent unhelp airlin call servic reachabl said work said hotel provid compens reward purchas somewher els stay best sleep airport provid voucher worth water bottl airport even get sorri someth trip disast
✅Trip Verified| Tried booking 3 tickets on Air Canada website which said an error has occurred. My card was charged but I did not receive a valid ticket number. The reservation temporarily appeared but also later disappeared off my account. No response from Air Canada - where is my tickets or my money? I tried calling and emailing Air Canada with no response.,tri book ticket air canada websit said error occur card charg receiv valid ticket number reserv temporarili appear also later disappear account respons air canada ticket money tri call email air canada respons
✅Trip Verified|  Flew Business Class with my wife from Dubai to Miami via Toronto. Arrived in Miami on 22nd December 2022 but Air Canada had lost both of our bags. We completed a lost bags form and were told we'd be contacted within 24hrs. Problem was that we were going on a cruise to the Caribbean departing on 24th December. On 23rd December the bags were no where in sight so we made the decision to go and buy new clothes. Three days into the cruise we were told by Air Canada that our bags had arrived in Sao Paolo. When we checked in at Miami airport to return to Dubai our bags were given back to us. I have registered a compensation claim as we spent USD 3k on new clothes and luggage but received no response. I will never ever travel with Air Canada again.,flew busi class wife dubai miami via toronto arriv miami nd decemb air canada lost bag complet lost bag form told contact within hr problem go cruis caribbean depart th decemb rd decemb bag sight made decis go buy new cloth three day cruis told air canada bag arriv sao paolo check miami airport return dubai bag given back us regist compens claim spent usd k new cloth luggag receiv respons never ever travel air canada
"✅Trip Verified|  Besides losing my baggage, I arrived 5 hours late to the final destination. After filling all the reclamation and refund forms (process Air Canada definitively does not make easy if you are not living in Canada or the US), I never got an answer, even after almost 2 months.",besid lose baggag arriv hour late final destin fill reclam refund form process air canada definit make easi live canada us never got answer even almost month
"✅Trip Verified|  Air Canada is the only airline flying non-stop from North America to Bangkok and this route appears to be a winner for them. The flight left on time late in the day and arrived in the early morning. Standard pod-style seating in the business class which allows one to sleep comfortably on this long (almost 16 hour) flight. Meals were very good, an area in which AC has made significant strides. I opted not to have a large meal immediately after take-off, but rather after sleeping, which was accommodated. This airline has an excellent selection of films in a number of different languages and from a variety of countries. Cabin crew was attentive. All in all, a very positive experience.",air canada airlin fli non stop north america bangkok rout appear winner flight left time late day arriv earli morn standard pod style seat busi class allow one sleep comfort long almost hour flight meal good area ac made signific stride opt larg meal immedi take rather sleep accommod airlin excel select film number differ languag varieti countri cabin crew attent posit experi
"✅Trip Verified|  Bereavement Policy is a scam. First sentence of their bereavement policy is ""Our bereavement policy offers reduced fares and the flexibility you need during a difficult time."" But when I called customer support after I booked through bereavement policy they said they do not guarantee the lowest rate for bereavement fare. It's disgusting that I have to provide all this info to them (death certificate, info on funeral) and what do I get? An extra bag of peanuts for my troubles? I'm flying to Halifax instead of my actual destination of Charlottetown as it is $1000 round trip vs $1800 and then I look up a rates for round trip to Halifax on my own afterwards and what do you know $900, all the same days.",bereav polici scam first sentenc bereav polici bereav polici offer reduc fare flexibl need difficult time call custom support book bereav polici said guarante lowest rate bereav fare disgust provid info death certif info funer get extra bag peanut troubl fli halifax instead actual destin charlottetown round trip vs look rate round trip halifax afterward know day
"✅Trip Verified| Consistently no coffee on flights. This is not the first time it happening, I would say In my last 10 trips I have only been given coffee once. The more frustrating part is you are told “coffee maker is broken” or “we are brewing a fresh pot and will get back to you” never to receive or be offered an alternative. It’s frustrating, if you are not going to provide it just say so! Secondly, I was charged for a seat that I did not order, but couldn’t receive my boarding pass without paying for it, told to apply for the $ return online and given a website. Did so, received an acknowledgement that the request received and then that was it. probably costs about .30 cents to provide your customer a coffee, and to charge for a seat is ridiculous in the first place, but who knows maybe my $40 will break your bank Air Canada.",consist coffe flight first time happen would say last trip given coffe frustrat part told coffe maker broken brew fresh pot get back never receiv offer altern frustrat go provid say secondli charg seat order receiv board pass without pay told appli return onlin given websit receiv acknowledg request receiv probabl cost cent provid custom coffe charg seat ridicul first place know mayb break bank air canada
"✅Trip Verified|  I flew on Air Canada from Montreal  to Bridgetown via Toronto. Normally I don’t really recommend flying with Air Canada but in this case I really enjoyed it. Total flight time including connections was around eight hours but everything went smooth. The flight attendants were very nice and caring. The food selection was very broad and surprisingly for the first time ever there was no delays on both flights. at the end, I really enjoyed our family time in Barbados. If you want to take it easy flights, I recommend flying with Air Canada.",flew air canada montreal bridgetown via toronto normal realli recommend fli air canada case realli enjoy total flight time includ connect around eight hour everyth went smooth flight attend nice care food select broad surprisingli first time ever delay flight end realli enjoy famili time barbado want take easi flight recommend fli air canada
"✅Trip Verified|  After a multi-year hiatus from flying Air Canada due to poor past performance, we we absolutely astonished. This is not the Air Canada of yesteryear; this felt like a brand-new airline. Gate agents were smiling, in-flight team was excellent, seat pitch was fine and seat comfort excellent, even for my 6’2” frame. Food was excellent and well-priced. IFE was superb and the Thales multi-featured moving map is outstanding. Great job AC.",multi year hiatu fli air canada due poor past perform absolut astonish air canada yesteryear felt like brand new airlin gate agent smile flight team excel seat pitch fine seat comfort excel even frame food excel well price ife superb thale multi featur move map outstand great job ac
Not Verified| Poor service paid $300 CAD for an extra baggage and the ticket price was $2000 CAD for one way flight. Flight was connected with Emirates flights delayed from Dhaka when my wife arrived at Dubai airport at Terminal 3. She can not see her flight number on the screen. After asking Emirates they told me that she need to go Terminal 1. There was nobody from Air Canada to give her any kind of instruction. After calling Air Canada customer service number they told me they are not physically present there they can not help my wife. Worst service and we will never take Air Canada in my life.,poor servic paid cad extra baggag ticket price cad one way flight flight connect emir flight delay dhaka wife arriv dubai airport termin see flight number screen ask emir told need go termin nobodi air canada give kind instruct call air canada custom servic number told physic present help wife worst servic never take air canada life
Not Verified|  I would like to share with you the lack of service from the flight from Toyko to Toronto. The flight was so cold we needed three blankets and we were still freezing. People were waiting hats and winter coats on board. Also when we arrived at Toronto airport we waited for over an hour and 45 minutes for our luggage to come through. Air Canada have clearly lost your capability of servicing customers and your organizational skills are appalling. Would never travel with Air Canada again. Shocking service.,would like share lack servic flight toyko toronto flight cold need three blanket still freez peopl wait hat winter coat board also arriv toronto airport wait hour minut luggag come air canada clearli lost capabl servic custom organiz skill appal would never travel air canada shock servic
"Not Verified| I consider myself a patriotic Canadian, I always tried to fly Air Canada because I wanted to support our national airline even if it costed me few $$$ more than the other choices. I write this with great deal of pain that my flying experience with Air Canada in the recent past has been nothing but disappointing. My most recent trip to England (Jan 18th to 30th) for a family tragedy was the last straw. I will try to avoid flying Air Canada unless there is no other choice! My experience from start to end was very disappointing. The service on the plane was bare minimal. The food was horrible. I went to the back of the plane to use the washroom and spoke to the staff, I mentioned how bad the food was, I said people feed their pets better food than what we had, the buns were like plastic (I noticed most of the buns went to the garbage because people didn't/couldn't eat them, staff was very sympathetic, one of them nodded and said ""you should complain because they (AC management) don't listen to us"". On my return flight I had a layover in Toronto. They didn't offer anything let alone the garbage food they served on previous flights. They were even trying to sell the lousy earphones that would cost then no more than few pennies. They treated me as a domestic flyer despite they charged me over $1600 for a flight that should cost no more than $1000.",consid patriot canadian alway tri fli air canada want support nation airlin even cost choic write great deal pain fli experi air canada recent past noth disappoint recent trip england jan th th famili tragedi last straw tri avoid fli air canada unless choic experi start end disappoint servic plane bare minim food horribl went back plane use washroom spoke staff mention bad food said peopl feed pet better food bun like plastic notic bun went garbag peopl eat staff sympathet one nod said complain ac manag listen us return flight layov toronto offer anyth let alon garbag food serv previou flight even tri sell lousi earphon would cost penni treat domest flyer despit charg flight cost
"Not Verified| Called Air Canada from Frankfurt to change my flight, was not able to do this online. The customer service rep was incredible, she was able to assist me, after I tried to do it myself for over an hour online. This was the best customer service experience I have ever had from any airlines. This representative did what I couldn't do in a couple of minutes. I waited less than 5 minutes on hold, I will recommend Air Canada to my family, friends and everyone else.",call air canada frankfurt chang flight abl onlin custom servic rep incred abl assist tri hour onlin best custom servic experi ever airlin repres coupl minut wait less minut hold recommend air canada famili friend everyon els
"✅Trip Verified|  We are delayed by 3.5 hours, i missed my connection they have no idea what to do and no information to provide. Other airlines departed on time, the weather is good so its just incompetence of the Air Canada.",delay hour miss connect idea inform provid airlin depart time weather good incompet air canada
"✅Trip Verified| Terrible from start to finish. Hours and hours of delays because of “IT issues” hardly any updates. Why is this still happening? Don’t they have backup systems? I already avoid this carrier at all costs, next time I’ll force myself to try West Jet.",terribl start finish hour hour delay issu hardli updat still happen backup system alreadi avoid carrier cost next time forc tri west jet
